"case_study","title","author","journal","year","Threat_category_numeric","Threat_category_description","Response_category_numeric","Response_category_description"
"sample","Biodiversity loss and its impact on humanity","Bradley J. Cardinale and J. Emmett Duffy and Andrew Gonzalez and David U. Hooper and Charles Perrings and Patrick Venail and Anita Narwani and Georgina M. Mace and David Tilman and David A. Wardle and Ann P. Kinzig and Gretchen C. Daily and Michel Loreau and James B. Grace and Anne Larigauderie and Diane S. Srivastava and Shahid Naeem","nature",2012,1,"Describing the state of nature",0,"No response"
"sample","Securing natural capital and expanding equity to rescale civilization","Paul R. Ehrlich and Peter M. Kareiva and Gretchen C. Daily","nature",2012,4,"Underlying driver of threat",1,"Proposing a response"
"sample","Emerging fungal threats to animal, plant and ecosystem health","Matthew C. Fisher and Daniel. A. Henk and Cheryl J. Briggs and John S. Brownstein and Lawrence C. Madoff and Sarah L. McCraw and Sarah J. Gurr","nature",2012,2,"Threatening mechanism",0,"No response"
"sample","Ecosystem restoration strengthens pollination network resilience and   function","Christopher N. Kaiser-Bunbury and James Mougal and Andrew E. Whittington and Terence Valentin and Ronny Gabriel and Jens M. Olesen and Nico Bluethgen","nature",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Upgrading protected areas to conserve wild biodiversity","Robert M. Pringle","nature",2017,1,"Describing the state of nature",2,"Designing a response"
"sample","Large conservation gains possible for global biodiversity facets","Laura J. Pollock and Wilfried Thuiller and Walter Jetz","nature",2017,1,"Describing the state of nature",1,"Proposing a response"
"sample","Damming the rivers of the Amazon basin","Edgardo M. Latrubesse and Eugenio Y. Arima and Thomas Dunne and Edward Park and Victor R. Baker and Fernando M. d'Horta and Charles Wight and Florian Wittmann and Jansen Zuanon and Paul A. Baker and Camila C. Ribas and Richard B. Norgaard and Naziano Filizola and Atif Ansar and Bent Flyvbjerg and Jose C. Stevaux","nature",2017,1,"Describing the state of nature",2,"Designing a response"
"sample","Global patterns of drought recovery","Christopher R. Schwalm and William R. L. Anderegg and Anna M. Michalak and Joshua B. Fisher and Franco Biondi and George Koch and Marcy Litvak and Kiona Ogle and John D. Shaw and Adam Wolf and Deborah N. Huntzinger and Kevin Schaefer and Robert Cook and Yaxing Wei and Yuanyuan Fang and Daniel Hayes and Maoyi Huang and Atul Jain and Hanqin Tian","nature",2017,2,"Threatening mechanism",0,"No response"
"sample","Artificial light at night as a new threat to pollination","Eva Knop and Leana Zoller and Remo Ryser and Christopher G. Erpe and Maurin Horler and Colin Fontaine","nature",2017,2,"Threatening mechanism",0,"No response"
"sample","Creation of forest edges has a global impact on forest vertebrates","M. Pfeifer and V. Lefebvre and C. A. Peres and C. Banks-Leite and O. R. Wearn and C. J. Marsh and S. H. M. Butchart and V. Arroyo-Rodriguez and J. Barlow and A. Cerezo and L. Cisneros and N. D'Cruze and D. Faria and A. Hadley and S. M. Harris and B. T. Klingbeil and U. Kormann and L. Lens and G. F. Medina-Rangel and J. C. Morante-Filho and P. Olivier and S. L. Peters and A. Pidgeon and D. B. Ribeiro and C. Scherber and L. Schneider-Maunoury and M. Struebig and N. Urbina-Cardona and J. I. Watling and M. R. Willig and E. M. Wood and R. M. Ewers","nature",2017,2,"Threatening mechanism",0,"No response"
"sample","Reductions in global biodiversity loss predicted from conservation   spending","Anthony Waldron and Daniel C. Miller and Dave Redding and Arne Mooers and Tyler S. Kuhn and Nate Nibbelink and J. Timmons Roberts and Joseph A. Tobias and John L. Gittleman","nature",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Linking the influence and dependence of people on biodiversity across   scales","Forest Isbell and Andrew Gonzalez and Michel Loreau and Jane Cowles and Sandra Diaz and Andy Hector and Georgina M. Mace and David A. Wardle and Mary I. O'Connor and J. Emmett Duffy and Lindsay A. Turnbull and Patrick L. Thompson and Anne Larigauderie","nature",2017,1,"Describing the state of nature",0,"No response"
"sample","Coral reefs in the Anthropocene","Terry P. Hughes and Michele L. Barnes and David R. Bellwood and Joshua E. Cinner and Graeme S. Cumming and Jeremy B. C. Jackson and Joanie Kleypas and Ingrid A. van de Leemput and Janice M. Lough and Tiffany H. Morrison and Stephen R. Palumbi and Egbert H. van Nes and Marten Scheffer","nature",2017,2,"Threatening mechanism",0,"No response"
"sample","Response of guanacos Lama guanicoe to changes in land management in   Peninsula Valdes, Argentine Patagonia: conservation implications","Maria Virginia Burgi and Andrea Marino and Maria Victoria Rodriguez and Gustavo Pazos and Ricardo Baldi","oryx",2012,1,"Describing the state of nature",4,"Testing response"
"sample","The protection of the bat community in the Dupnisa Cave System, Turkey,   following opening for tourism","Serbulent Paksuz and Beytullah Ozkan","oryx",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Conservation needs of the coconut crab Birgus latro on the Nicobar   Islands, India","Vardhan Patankar and Elrika D'Souza","oryx",2012,1,"Describing the state of nature",0,"No response"
"sample","Out-foxing the red fox: how best to protect the nests of the Endangered   loggerhead marine turtle Caretta caretta from mammalian predation?","David J. Kurz and Katherine M. Straley and Brett A. DeGregorio","oryx",2012,2,"Threatening mechanism",4,"Testing response"
"sample","Trends in extinction and persistence of diurnal primates in the   fragmented lowland rainforests of the Upper Brahmaputra Valley,   north-eastern India","Narayan Sharma and M. D. Madhusudan and Prabal Sarkar and Mayur Bawri and Anindya Sinha","oryx",2012,1,"Describing the state of nature",0,"No response"
"sample","Wildlife tourists in India's emerging economy: potential for a   conservation constituency?","Krithi K. Karanth and Ruth DeFries and Arjun Srivathsa and Vishnupriya Sankaraman","oryx",2012,1,"Describing the state of nature",0,"No response"
"sample","Parasite management in translocations: lessons from a threatened New   Zealand bird","John G. Ewen and Doug P. Armstrong and Raewyn Empson and Sandra Jack and Troy Makan and Kate McInnes and Kevin A. Parker and Kate Richardson and Maurice Alley","oryx",2012,2,"Threatening mechanism",4,"Testing response"
"sample","The Coral Triangle Initiative: what are we missing? A case study from   Aceh","Edi Rudi and Stuart J. Campbell and Andrew S. Hoey and Nur Fadli and Matthew Linkie and Andrew H. Baird","oryx",2012,1,"Describing the state of nature",0,"No response"
"sample","Arboreal camera trapping for the Critically Endangered greater bamboo   lemur Prolemur simus","Erik R. Olson and Ryana A. Marsh and Brittany N. Bovard and H. L. Lucien Randrianarimanana and Maholy Ravaloharimanitra and Jonah H. Ratsimbazafy and Tony King","oryx",2012,1,"Describing the state of nature",0,"No response"
"sample","Chimpanzees in mantraps: lethal crop protection and conservation in   Uganda","Matthew R. . McLennan and David Hyeroba and Caroline Asiimwe and Vernon Reynolds and Janette Walls","oryx",2012,2,"Threatening mechanism",0,"No response"
"sample","Using camera trap data to assess the impact of bushmeat hunting on   forest mammals in Tanzania","Carla Hegerl and Neil D. Burgess and Martin R. Nielsen and Emanuel Martin and Marco Ciolli and Francesco Rovero","oryx",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Financial compensation for damage to livestock by lions Panthera leo on   community rangelands in Kenya","Hans Bauer and Lana Muller and Dirk Van Der Goes and Claudio Sillero-Zubiri","oryx",2017,3,"Source of mechanism",4,"Testing response"
"sample","Population status of the jaguar Panthera onca in one of its last   strongholds in the Atlantic Forest","Ana Carolina Srbek-Araujo and Adriano Garcia Chiarello","oryx",2017,1,"Describing the state of nature",0,"No response"
"sample","Predicting the potential distribution of the Endangered huemul deer   Hippocamelus bisulcus in North Patagonia","Paloma Quevedo and Achaz von Hardenberg and Hernan Pastore and Jose Alvarez and Paulo Corti","oryx",2017,1,"Describing the state of nature",0,"No response"
"sample","The supply of illegal tortoise meat to Toliara City, south-western   Madagascar","Theodore Manjoazy and Julie H. Razafimanahaka and William Ronto and Roma Randrianavelona and Joerg U. Ganzhorn and Richard K. B. Jenkins","oryx",2017,2,"Threatening mechanism",0,"No response"
"sample","Can pastoral communities offer solutions for conserving the Endangered   Grevy's zebra Equus grevyi at the periphery of its range?","Guy E. Parker and Zeke Davidson and Belinda Low and Peter R. Lalampaa and Siva Sundaresan and Martha Fischer","oryx",2017,4,"Underlying driver of threat",0,"No response"
"sample","Monitoring for adaptive management in a trial reintroduction of the   black-footed rock-wallaby Petrogale lateralis","Rebecca West and John Llewellyn Read and Matthew James Ward and Wendy K. Foster and David A. Taggart","oryx",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Presence of the snow leopard Panthera uncia confirmed at four sites in   the Chinese Tianshan Mountains","Paul J. Buzzard and Roller MaMing and Mardan Turghan and Jiawu Xiong and Tong Zhang","oryx",2017,1,"Describing the state of nature",0,"No response"
"sample","Investigating the potential impact of trophy hunting of wild ungulates   on snow leopard Panthera uncia conservation in Tajikistan","Shannon M. Kachel and Kyle P. McCarthy and Thomas M. McCarthy and Nuzar Oshurmamadov","oryx",2017,3,"Source of mechanism",4,"Testing response"
"sample","Conservation payments in a social context: determinants of tolerance and   behavioural intentions towards wild cats in northern Belize","Rebecca G. Harvey and Venetia Briggs-Gonzalez and Frank J. Mazzotti","oryx",2017,2,"Threatening mechanism",2,"Designing a response"
"sample","Ecosystem responses in the southern Caribbean Sea to global climate   change","Gordon T. Taylor and Frank E. Muller-Karger and Robert C. Thunell and Mary I. Scranton and Yrene Astor and Ramon Varela and Luis Troccoli Ghinaglia and Laura Lorenzoni and Kent A. Fanning and Sultan Hameed and Owen Doherty","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,2,"Threatening mechanism",0,"No response"
"sample","Continent-wide risk assessment for the establishment of nonindigenous   species in Antarctica","Steven L. Chown and Ad H. L. Huiskes and Niek J. M. Gremmen and Jennifer E. Lee and Aleks Terauds and Kim Crosbie and Yves Frenot and Kevin A. Hughes and Satoshi Imura and Kate Kiefer and Marc Lebouvier and Ben Raymond and Megumu Tsujimoto and Chris Ware and Bart Van de Vijver and Dana Michelle Bergstrom","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,3,"Source of mechanism",0,"No response"
"sample","Trading-off fish biodiversity, food security, and hydropower in the   Mekong River Basin","Guy Ziv and Eric Baran and So Nam and Ignacio Rodriguez-Iturbe and Simon A. Levin","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,2,"Threatening mechanism",0,"No response"
"sample","Extending the timescale and range of ecosystem services through   paleoenvironmental analyses, exemplified in the lower Yangtze basin","John A. Dearing and Xiangdong Yang and Xuhui Dong and Enlou Zhang and Xu Chen and Peter G. Langdon and Ke Zhang and Weiguo Zhang and Terence P. Dawson","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,4,"Underlying driver of threat",0,"No response"
"sample","Integrating ecosystem-service tradeoffs into land-use decisions","Joshua H. Goldstein and Giorgio Caldarone and Thomas Kaeo Duarte and Driss Ennaanay and Neil Hannahs and Guillermo Mendoza and Stephen Polasky and Stacie Wolny and Gretchen C. Daily","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,1,"Describing the state of nature",2,"Designing a response"
"sample","Co-occurrence of linguistic and biological diversity in biodiversity hotspots and high biodiversity wilderness areas",NA,"proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,1,"Describing the state of nature",0,"No response"
"sample","Dispersal will limit ability of mammals to track climate change in the   Western Hemisphere","Carrie A. Schloss and Tristan A. Nunez and Joshua J. Lawler","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,2,"Threatening mechanism",0,"No response"
"sample","Global forecasts of urban expansion to 2030 and direct impacts on   biodiversity and carbon pools","Karen C. Seto and Burak Gueneralp and Lucy R. Hutyra","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,2,"Threatening mechanism",0,"No response"
"sample","Shifting from marine reserves to maritime zoning for conservation of   Pacific bigeye tuna (Thunnus obesus)","John Sibert and Inna Senina and Patrick Lehodey and John Hampton","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,2,"Threatening mechanism",3,"Implementing response"
"sample","How national context, project design, and local community   characteristics influence success in community-based conservation   projects","Jeremy S. Brooks and Kerry A. Waylen and Monique Borgerhoff Mulder","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2012,4,"Underlying driver of threat",4,"Testing response"
"sample","Extinction risk is most acute for the world's largest and smallest   vertebrates","William J. Ripple and Christopher Wolf and Thomas M. Newsome and Michael Hoffmann and Aaron J. Wirsing and Douglas J. McCauley","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,1,"Describing the state of nature",0,"No response"
"sample","Species richness accelerates marine ecosystem restoration in the Coral   Triangle","Susan L. Williams and Rohani Ambo-Rappe and Christine Sur and Jessica M. Abbott and Steven R. Limbong","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,1,"Describing the state of nature",4,"Testing response"
"sample","Ecosystem management and land conservation can substantially contribute   to California's climate mitigation goals","D. Richard Cameron and David C. Marvin and Jonathan M. Remucal and Michelle C. Passero","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,1,"Describing the state of nature",1,"Proposing a response"
"sample","Quantification of habitat fragmentation reveals extinction risk in   terrestrial mammals","Kevin R. Crooks and Christopher L. Burdett and David M. Theobald and Sarah R. B. King and Moreno Di Marco and Carlo Rondinini and Luigi Boitani","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,2,"Threatening mechanism",0,"No response"
"sample","Global priorities for conservation across multiple dimensions of mammalian diversity",NA,"proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,1,"Describing the state of nature",1,"Proposing a response"
"sample","An invasive foundation species enhances multifunctionality in a coastal   ecosystem","Aaron P. Ramus and Brian R. Silliman and Mads S. Thomsen and Zachary T. Long","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,2,"Threatening mechanism",0,"No response"
"sample","Landowner behavior can determine the success of conservation strategies   for ecosystem migration under sea-level rise","Christopher R. Field and Ashley A. Dayer and Chris S. Elphick","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,1,"Describing the state of nature",3,"Implementing response"
"sample","Increasing atmospheric humidity and CO2 concentration alleviate forest   mortality risk","Yanlan Liu and Anthony J. Parolari and Mukesh Kumar and Cheng-Wei Huang and Gabriel G. Katul and Amilcare Porporato","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,2,"Threatening mechanism",0,"No response"
"sample","Prairie strips improve biodiversity and the delivery of multiple   ecosystem services from corn-soybean croplands","Lisa A. Schulte and Jarad Niemi and Matthew J. Helmers and Matt Liebman and J. Gordon Arbuckle and David E. James and Randall K. Kolka and Matthew E. O'Neal and Mark D. Tomer and John C. Tyndall and Heidi Asbjornsen and Pauline Drobney and Jeri Neal and Gary Van Ryswyk and Chris Witte","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,2,"Threatening mechanism",4,"Testing response"
"sample","Climate extremes and predicted warming threaten Mediterranean Holocene   firs forests refugia","Raul Sanchez-Salguero and J. Julio Camarero and Marco Carrer and Emilia Gutierrez and Arben Q. Alla and Laia Andreu-Hayles and Andrea Hevia and Athanasios Koutavas and Elisabet Martinez-Sancho and Paola Nola and Andreas Papadopoulos and Edmond Pasho and Ervin Toromani and Jose A. Carreira and Juan C. Linares","proceedingsofthenationalacademyofsciencesoftheunitedstatesofamerica",2017,2,"Threatening mechanism",0,"No response"
"sample","Global Honey Bee Viral Landscape Altered by a Parasitic Mite","Stephen J. Martin and Andrea C. Highfield and Laura Brettell and Ethel M. Villalobos and Giles E. Budge and Michelle Powell and Scott Nikaido and Declan C. Schroeder","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Baseline Map of Carbon Emissions from Deforestation in Tropical Regions","Nancy L. Harris and Sandra Brown and Stephen C. Hagen and Sassan S. Saatchi and Silvia Petrova and William Salas and Matthew C. Hansen and Peter V. Potapov and Alexander Lotsch","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Rapid Progression of Ocean Acidification in the California Current   System","Nicolas Gruber and Claudine Hauri and Zouhair Lachkar and Damian Loher and Thomas L. Froelicher and Gian-Kasper Plattner","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Extinction Debt and Windows of Conservation Opportunity in the Brazilian   Amazon","Oliver R. Wearn and Daniel C. Reuman and Robert M. Ewers","science",2012,2,"Threatening mechanism",1,"Proposing a response"
"sample","Growth of Western Australian Corals in the Anthropocene","Timothy F. Cooper and Rebecca A. O'Leary and Janice M. Lough","science",2012,2,"Threatening mechanism",0,"No response"
"sample","A Common Pesticide Decreases Foraging Success and Survival in Honey Bees","Mickael Henry and Maxime Beguin and Fabrice Requier and Orianne Rollin and Jean-Francois Odoux and Pierrick Aupinel and Jean Aptel and Sylvie Tchamitchian and Axel Decourtye","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Neonicotinoid Pesticide Reduces Bumble Bee Colony Growth and Queen   Production","Penelope R. Whitehorn and Stephanie O'Connor and Felix L. Wackers and Dave Goulson","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Recent Plant Diversity Changes on Europe's Mountain Summits","Harald Pauli and Michael Gottfried and Stefan Dullinger and Otari Abdaladze and Maia Akhalkatsi and Jose Luis Benito Alonso and Gheorghe Coldea and Jan Dick and Brigitta Erschbamer and Rosa Fernandez Calzado and Dany Ghosn and Jarle I. Holten and Robert Kanka and George Kazakis and Jozef Kollar and Per Larsson and Pavel Moiseev and Dmitry Moiseev and Ulf Molau and Joaquin Molero Mesa and Laszlo Nagy and Giovanni Pelino and Mihai Puscas and Graziano Rossi and Angela Stanisci and Anne O. Syverhuset and Jean-Paul Theurillat and Marcello Tomaselli and Peter Unterluggauer and Luis Villar and Pascal Vittoz and Georg Grabherr","science",2012,2,"Threatening mechanism",0,"No response"
"sample","Impacts of Biodiversity Loss Escalate Through Time as Redundancy Fades","Peter B. Reich and David Tilman and Forest Isbell and Kevin Mueller and Sarah E. Hobbie and Dan F. B. Flynn and Nico Eisenhauer","science",2012,1,"Describing the state of nature",0,"No response"
"sample","Financial Costs of Meeting Global Biodiversity Conservation Targets:   Current Spending and Unmet Needs","Donal P. McCarthy and Paul F. Donald and Joern P. W. Scharlemann and Graeme M. Buchanan and Andrew Balmford and Jonathan M. H. Green and Leon A. Bennun and Neil D. Burgess and Lincoln D. C. Fishpool and Stephen T. Garnett and David L. Leonard and Richard F. Maloney and Paul Morling and H. Martin Schaefer and Andy Symes and David A. Wiedenfeld and Stuart H. M. Butchart","science",2012,1,"Describing the state of nature",0,"No response"
"sample","FOREST CONSERVATION Airborne laser-guided imaging spectroscopy to map   forest trait diversity and guide conservation","G. P. Asner and R. E. Martin and D. E. Knapp and R. Tupayachi and C. B. Anderson and F. Sinca and N. R. Vaughn and W. Llactayo","science",2017,1,"Describing the state of nature",0,"No response"
"sample","Seagrass ecosystems reduce exposure to bacterial pathogens of humans,   fishes, and invertebrates","Joleah B. Lamb and Jeroen A. J. M. van de Water and David G. Bourne and Craig Altier and Margaux Y. Hein and Evan A. Fiorenza and Nur Abu and Jamaluddin Jompa and C. Drew Harvell","science",2017,2,"Threatening mechanism",0,"No response"
"sample","The impact of hunting on tropical mammal and bird populations","A. Benitez-Lopez and R. Alkemade and A. M. Schipper and D. J. Ingram and P. A. Verweij and J. A. J. Eikelboom and M. A. J. Huijbregts","science",2017,2,"Threatening mechanism",0,"No response"
"sample","The extent of forest in dryland biomes","Jean-Francois Bastin and Nora Berrahmouni and Alan Grainger and Danae Maniatis and Danilo Mollicone and Rebecca Moore and Chiara Patriarca and Nicolas Picard and Ben Sparrow and Elena Maria Abraham and Kamel Aloui and Ayhan Atesoglu and Fabio Attorre and Caglar Bassullu and Adia Bey and Monica Garzuglia and Luis G. Garcia-Montero and Nikee Groot and Greg Guerin and Lars Laestadius and Andrew J. Lowe and Bako Mamane and Giulio Marchi and Paul Patterson and Marcelo Rezende and Stefano Ricci and Ignacio Salcedo and Alfonso Sanchez-Paus Diaz and Fred Stolle and Venera Surappaeva and Rene Castro","science",2017,1,"Describing the state of nature",0,"No response"
"sample","Country-specific effects of neonicotinoid pesticides on honey bees and   wild bees","B. A. Woodcock and J. M. Bullock and R. F. Shore and M. S. Heard and M. G. Pereira and J. Redhead and L. Ridding and H. Dean and D. Sleep and P. Henrys and J. Peyton and S. Hulmes and L. Hulmes and M. Sarospataki and C. Saure and M. Edwards and E. Genersch and S. Knaebe and R. F. Pywell","science",2017,2,"Threatening mechanism",0,"No response"
"sample","Chronic exposure to neonicotinoids reduces honey bee health near corn   crops","N. Tsvetkov and O. Samson-Robert and K. Sood and H. S. Patel and D. A. Malena and P. H. Gajiwala and P. Maciukiewicz and V. Fournier and A. Zayed","science",2017,2,"Threatening mechanism",0,"No response"
"sample","Contrasting carbon cycle responses of the tropical continents to the   2015-2016 El Nino","Junjie Liu and Kevin W. Bowman and David S. Schimel and Nicolas C. Parazoo and Zhe Jiang and Meemong Lee and A. Anthony Bloom and Debra Wunch and Christian Frankenberg and Ying Sun and Christopher W. O'Dell and Kevin R. Gurney and Dimitris Menemenlis and Michelle Gierach and David Crisp and Annmarie Eldering","science",2017,2,"Threatening mechanism",0,"No response"
"sample","Ecosystem management as a wicked problem",NA,"science",2017,4,"Underlying driver of threat",1,"Proposing a response"
"sample","Biodiversity losses and conservation responses in the Anthropocene","Christopher N. Johnson and Andrew Balmford and Barry W. Brook and Jessie C. Buettel and Mauro Galetti and Lei Guangchun and Janet M. Wilmshurst","science",2017,2,"Threatening mechanism",1,"Proposing a response"
"sample","Merging paleobiology with conservation biology to guide the future of terrestrial ecosystems","Anthony D. Barnosky and Elizabeth A. Hadly and Patrick Gonzalez and Jason Head and P. David Polly and A. Michelle Lawing and Jussi T. Eronen and David D. Ackerly and Ken Alex and Eric Biber and Jessica Blois and Justin Brashares and Gerardo Ceballos and Edward Davis and Gregory P. Dietl and Rodolfo Dirzo and Holly Doremus and Mikael Fortelius and Harry W. Greene and Jessica Hellmann and Thomas Hickler and Stephen T. Jackson and Melissa Kemp and Paul L. Koch and Claire Kremen and Emily L. Lindsey and Cindy Looy and Charles R. Marshall and Chase Mendenhall and Andreas Mulch and Alexis M. Mychajliw and Carsten Nowak and Uma Ramakrishnan and Jan Schnitzler and Kashish Das Shrestha and Katherine Solari and Lynn Stegner and M. Allison Stegner and Nils Chr Stenseth and Marvalee H. Wake and Zhibin Zhang","science",2017,1,"Describing the state of nature",1,"Proposing a response"
